image,PSNR,SSIM,LPIPS
MTN_1090.png,17.265564,0.728458,0.242791
MTN_1098.png,26.855433,0.943062,0.078745
MTN_1106.png,25.269452,0.935855,0.087058
Average,23.130150,0.869125,0.136198
