image,PSNR,SSIM,LPIPS
MTN_1090.png,19.057455,0.764887,0.192016
MTN_1098.png,25.727483,0.943835,0.073590
MTN_1106.png,25.301175,0.940195,0.075091
Average,23.362038,0.882972,0.113566
