image,PSNR,SSIM,LPIPS
MTN_1090.png,17.492000,0.593149,0.323527
MTN_1098.png,24.591517,0.861727,0.172880
MTN_1106.png,24.068629,0.845164,0.252139
Average,22.050715,0.766680,0.249515
