image,PSNR,SSIM,LPIPS
MTN_1090.png,17.773354,0.693828,0.277404
MTN_1098.png,25.251347,0.916949,0.114074
MTN_1106.png,25.026009,0.906583,0.126981
Average,22.683570,0.839120,0.172820
