image,PSNR,SSIM,LPIPS
MTN_5894.png,23.262534,0.795787,0.212188
MTN_5903.png,31.605695,0.869803,0.201759
MTN_5911.png,30.204686,0.885475,0.151303
MTN_5928.png,28.764471,0.875063,0.188969
Average,28.459346,0.856532,0.188555
