image,PSNR,SSIM,LPIPS
color_000.png,22.306703,0.775352,0.210299
color_001.png,32.037614,0.868356,0.214014
color_002.png,29.164923,0.884291,0.151978
color_003.png,29.522235,0.876009,0.187085
Average,28.257869,0.851002,0.190844
