image,PSNR,SSIM,LPIPS
MTN_5894.png,22.310526,0.744516,0.283946
MTN_5903.png,31.518077,0.866471,0.270189
MTN_5911.png,28.403146,0.869195,0.195444
MTN_5928.png,28.778123,0.866529,0.231682
Average,27.752468,0.836678,0.245315
