image,PSNR,SSIM,LPIPS
MTN_1529.png,inf,1.000000,0.000000
MTN_1539.png,inf,1.000000,0.000000
MTN_1547.png,inf,1.000000,0.000000
Average,inf,1.000000,0.000000
