image,PSNR,SSIM,LPIPS
MTN_1529.png,25.811789,0.897302,0.143201
MTN_1539.png,29.874078,0.888090,0.114688
MTN_1547.png,28.367987,0.920397,0.094622
Average,28.017951,0.901930,0.117504
