image,PSNR,SSIM,LPIPS
MTN_1529.png,26.753709,0.781577,0.307811
MTN_1539.png,26.744124,0.758540,0.258705
MTN_1547.png,26.528594,0.753536,0.376741
Average,26.675476,0.764551,0.314419
