image,PSNR,SSIM,LPIPS
微信图片_20260126040708_167_24.png,22.582896,0.851255,0.245423
微信图片_20260126040708_168_24.png,32.886061,0.944834,0.085469
微信图片_20260126040708_169_24.png,31.940074,0.926926,0.113185
Average,29.136344,0.907672,0.148026
