image,PSNR,SSIM,LPIPS
MTN_1288.png,15.594887,0.773237,0.361130
MTN_1296.png,31.664908,0.864754,0.215387
MTN_1304.png,30.071356,0.829567,0.267455
Average,25.777051,0.822519,0.281324
