image,PSNR,SSIM,LPIPS
MTN_1288.png,28.164743,0.859737,0.261230
MTN_1296.png,30.886041,0.883986,0.178679
MTN_1304.png,31.379429,0.867238,0.201319
Average,30.143404,0.870320,0.213743
